SAMPLE_ACC,SAMPLE_DESCRIPTION,DESCRIPTION,SITE_DESCRIPTION,REGION,HABITAT_NAME,biome_label,biome_id,environmental_material_label,environmental_material_id,environmental_feature_label,environmental_feature_id,suggest new terms
CAM_SMPL_000708,Jan Day prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_SMPL_000709,Jan Night prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_SMPL_000710,,seawater,Temperate marine estuary,Estuary,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,temperate estuary
CAM_SMPL_000711,,seawater,Temperate marine estuary,Estuary,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,temperate estuary
CAM_SMPL_000712,,seawater,Temperate marine estuary,Estuary,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,temperate estuary
CAM_SMPL_000713,Vibrio natriegens nt-1,marine-sediment,Salt marsh,Atlantic:Sarah's Creek,sediment,estuarine biome,ENVO:01000020,marine sediment,ENVO:00002113,saline marsh,ENVO:00000054,
CAM_SMPL_000714,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000715,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000716,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000717,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000718,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000719,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000720,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000721,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000722,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000723,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000724,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000725,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000726,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000727,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000799,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,water,Estuary,Chesapeake bay station 858,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000800,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000801,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000802,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000803,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000804,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000805,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000806,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000807,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000808,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000809,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000810,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000811,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000812,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000813,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000814,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000815,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000816,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000817,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000818,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000819,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000820,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000821,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000822,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000823,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000824,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000825,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000826,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000827,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000828,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000829,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000830,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000831,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000832,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000833,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000834,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000835,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000836,,water,Estuary,Chesapeake bay station 858,marine habitat,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,bay|estuary,ENVO:0000003|ENVO:0000003,
CAM_SMPL_000837,,water,Estuary,Chesapeake bay station 858,marine habitat,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,bay|estuary,ENVO:0000003|ENVO:0000003,
CAM_SMPL_000838,,water,Estuary,Chesapeake bay station 858,marine habitat,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,bay|estuary,ENVO:0000003|ENVO:0000003,
CAM_SMPL_000839,,seawater,"nearshore estuary, photic zone, mixed layer",Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000840,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000841,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000842,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000843,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000844,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000845,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000846,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000847,,seawater,"nearshore estuary, anoxic zone, below mixed layer",Pacific: Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000890,,seawater,"nearshore estuary, photic zone, mixed layer",Strait of Georgia,marine habitat,estuarine biome,ENVO:01000020,sea water,ENVO:00002149,sound,ENVO:00000393,
CAM_SMPL_000891,,seawater,coastal estuary,Other,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000892,,seawater,coastal estuary,Other,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000893,,seawater,coastal estuary,Other,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000894,,seawater,Temperate estuary,Chesapeake Bay,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000895,,mixed viral concentrates,Temperate estuary,Chesapeake Bay,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000896,,seawater,Temperate estuary,Chesapeake Bay,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000897,,seawater,Temperate estuary,Baltimore Inner Harbor,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000898,,seawater,Temperate estuary,Baltimore Inner Harbor,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000899,,seawater,Temperate estuary,Chesapeake Bay,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000910,,seawater,Temperate estuary,Chesapeake Bay,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000911,,,estuary,Atlantic Ocean,marine habitat,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,bay|estuary,ENVO:0000003|ENVO:0000003,
CAM_SMPL_000912,Glenodinium foliaceum CCAP 1116/3,,"estuary, brakish water",,marine habitat,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,estuary,ENVO:00000035,
CAM_SMPL_000913,Glenodinium foliaceum CCAP 1116/3,,"estuary, brakish water",,marine habitat,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,estuary,ENVO:00000035,
CAM_SMPL_000914,Alexandrium tamarense CCMP1771,,Tamar Estuary,,marine habitat,estuarine biome,ENVO:01000020,,,estuary,ENVO:00000035,
CAM_SMPL_000915,Alexandrium tamarense CCMP1771,,Tamar Estuary,,marine habitat,estuarine biome,ENVO:01000020,,,estuary,ENVO:00000035,
CAM_SMPL_000916,Alexandrium tamarense CCMP1771,,Tamar Estuary,,marine habitat,estuarine biome,ENVO:01000020,,,estuary,ENVO:00000035,
CAM_SMPL_000930,Mayorella sp BSH-02190019,,salt marsh sediment,ENVO:00002007,marine habitat,estuarine biome,ENVO:01000020,marine sediment,ENVO:00002113,saline marsh,ENVO:00000054,
CAM_SMPL_000931,Stereomyxa ramosa Chinc5,,moist soil from mud flat approximately 800 yards from the ocean,ENVO:00000015,marine habitat,estuarine biome,ENVO:01000020,marine sediment,ENVO:00002113,mudflat,ENVO:00000192,
CAM_SMPL_000932,Stygamoeba regulata BSH-02190019,,salt marsh sediment,ENVO:00002007,marine habitat,estuarine biome,ENVO:01000020,marine sediment,ENVO:00002113,saline marsh,ENVO:00000054,
CAM_SMPL_000933,Timspurckia oligopyrenoides CCMP3278,,"_31.8100S 144.9000E Stony Creek Backwash, Williamstown, Victoria, Australia",,sediment,estuarine biome,ENVO:01000020,sediment,ENVO:00002007,estuary|bay,ENVO:00000035|ENVO:00000032,
CAM_SMPL_000934,,,Columbia River Estuarine Turbidity Maximum,,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
CAM_SMPL_000935,,,Columbia River Estuarine Turbidity Maximum,,marine habitat,estuarine biome,ENVO:01000020,estuarine water,ENVO:01000301,estuary,ENVO:00000035,
